wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
Ses01F_impro01_M012,8,0.0040956913,0.007422422,0.0052032783,0.0052775173,0.14814814814814814,-0.0052261175369494595,0.04289067537168862,0.11520410758902559
Ses01F_impro01_M013,0,0.061408974,0.111131705,0.077488974,0.07956507,0.3923076923076923,0.029454571631504223,9.504543076597425,24.74232273390608
Ses01F_impro02_F000,3,0.0026240828,0.0042866156,0.00325131,0.002792482,0.0,-0.012886813237855677,0.013402425811351978,0.08865045524945657
Ses01F_impro02_F001,3,0.0024570676,0.0038825655,0.0029946,0.0024632185,0.003952569169960474,-0.008726876330911182,0.010709893193534254,0.08469067523648172
Ses01F_impro02_F002,3,0.0037891888,0.007100507,0.004701978,0.005319951,0.16835699797160245,-0.011132757208542898,0.03994629137914764,0.28164604110844194
Ses01F_impro02_F003,7,0.003929202,0.007140862,0.0048292913,0.0052584466,0.3408624229979466,-0.010370143172622193,0.03968987584999951,0.3018341266932003
Ses01F_impro02_F004,3,0.0035330583,0.0062553887,0.0043550283,0.004490183,0.17303822937625754,-0.008747213541937526,0.030030206626171885,0.16607530061674414
Ses01F_impro02_F005,3,0.0042093326,0.009132811,0.005056817,0.007592442,0.5203619909502263,-0.007983084287843667,0.07031394606791727,0.43593579617525346
Ses01F_impro02_F006,7,0.005509032,0.010406114,0.0069053336,0.0077663595,0.5027472527472527,-0.009609996595827397,0.08591343357704809,0.37061422532448485
Ses01F_impro02_F007,8,0.012585416,0.021815453,0.015960006,0.014851576,0.41088180112570355,-0.005413701273937477,0.3568680728610049,1.0064234852629526
Ses01F_impro02_F008,3,0.0035694344,0.006015791,0.0044365125,0.0040600454,0.09850746268656717,-0.0058954742598871235,0.026916832330926885,0.19784458476367173
Ses01F_impro02_F009,8,0.0031718428,0.004977589,0.0038952907,0.00309723,0.01876675603217158,-0.009234707249561325,0.017488548454232904,0.14945849853775828
Ses01F_impro02_F010,3,0.0026452548,0.004267411,0.0032625757,0.0027428637,0.02452316076294278,-0.00807602918939665,0.01313807709441852,0.08003114844189808
Ses01F_impro02_F011,8,0.003599851,0.0065867994,0.00434201,0.004942207,0.2569444444444444,-0.005309518655849388,0.03388699620616309,0.18528177346371497
Ses01F_impro02_F012,3,0.0039055294,0.007248034,0.0047165463,0.005485636,0.3969465648854962,-0.010514438145037275,0.04135569500292938,0.2927777568772969
Ses01F_impro02_F013,3,0.0041534416,0.009493442,0.005143799,0.007974937,0.6193181818181818,-0.012223192243254744,0.0773701493642609,0.42837622235938344
Ses01F_impro02_F014,3,0.0041184756,0.007605132,0.0050289286,0.0057004774,0.32445141065830724,-0.007495125373679912,0.04540432591630195,0.2990551619195618
Ses01F_impro02_F015,3,0.0034619533,0.0064036283,0.004296486,0.00473498,0.10967741935483871,-0.009235899597115349,0.03228099527709547,0.09372763627279918
Ses01F_impro02_F016,7,0.0031732307,0.005002843,0.0038880885,0.003138934,0.042328042328042326,-0.007816541256033815,0.017732195468321107,0.08530655379711026
Ses01F_impro02_F017,3,0.009281647,0.01662398,0.011641757,0.011844472,0.4337979094076655,-0.006472506356658414,0.2123275635358983,0.9325407758140054
Ses01F_impro02_F018,7,0.0038460153,0.0063380045,0.0047894693,0.004130428,0.23574144486692014,-0.009233946911990643,0.029385068716677978,0.12610891157284185
Ses01F_impro02_F019,3,0.0030849462,0.0052288314,0.0038020038,0.0035823546,0.056818181818181816,-0.012778316886397079,0.020414398501461224,0.09896785427817226
Ses01F_impro02_F020,3,0.003095056,0.0050352956,0.0038421226,0.0032467532,0.015345268542199489,-0.012384738511173055,0.01841187734104845,0.10408721760758849
Ses01F_impro02_M000,8,0.0027336404,0.004343977,0.0034453766,0.0026387572,0.0,-0.007903508958406746,0.013470171263223618,0.04790978676565424
Ses01F_impro02_M001,3,0.0040940335,0.00683371,0.0051877326,0.0044401647,0.346,-0.007901994649728294,0.03446416501512377,0.17984675903152886
Ses01F_impro02_M002,8,0.0032663534,0.0058429297,0.004141389,0.004117926,0.09293680297397769,-0.008065911060839426,0.026384002523317462,0.2674379192087467
Ses01F_impro02_M003,4,0.0054505714,0.00848433,0.0068646558,0.004977998,0.3473491773308958,-0.004051193627674365,0.050255586108120684,0.32178045492155377
Ses01F_impro02_M004,8,0.0037655723,0.0062462934,0.004755966,0.004042738,0.2,-0.007016463314357679,0.02869368129991408,0.08506199357442952
Ses01F_impro02_M005,3,0.009610442,0.018403223,0.012106561,0.013813673,0.40046838407494145,-0.005238743142399471,0.2697601260518883,0.6540001100825031
Ses01F_impro02_M006,8,0.0035041037,0.0059221275,0.0044022654,0.0039575677,0.07666666666666666,-0.010864149771805387,0.026148157742641506,0.14066581526008362
Ses01F_impro02_M007,8,0.0022139696,0.003260598,0.002763146,0.0017281858,0.0,-0.010069681593449786,0.007100379429144714,0.025665542812057657
Ses01F_impro02_M008,4,0.0018898554,0.0026919472,0.0023347375,0.0013324808,0.0,-0.010785324775497429,0.004676310063162441,0.0166676634750147
Ses01F_impro02_M009,3,0.002425076,0.0036280258,0.0030561343,0.0019467444,0.0,-0.0058112345868721604,0.008919956762512235,0.03878427002345883
Ses01F_impro02_M010,3,0.0021932204,0.0032639245,0.002727406,0.0017880339,0.0,-0.010397149708296638,0.007182071254326772,0.06706157396232085
Ses01F_impro02_M011,3,0.0017526575,0.0022914642,0.002154896,0.0007695596,0.0,-0.007000123787292978,0.0030470760022222767,0.01716464233266155
Ses01F_impro02_M012,7,0.0045835217,0.007160818,0.0057221767,0.004291402,0.3415841584158416,-0.009101263458433095,0.03595383640240463,0.14659713670574803
Ses01F_impro02_M013,3,0.0034603581,0.005803655,0.004341543,0.0038451385,0.10049019607843138,-0.011548651855264325,0.024974284889488097,0.07992777264969898
Ses01F_impro02_M014,3,0.0034218223,0.0052190972,0.004361891,0.0028572793,0.07788944723618091,-0.005950989816483343,0.01875295277730999,0.06673787625074418
Ses01F_impro02_M015,7,0.005725337,0.008627484,0.006994477,0.004965482,0.3055555555555556,-0.0010368909215685562,0.05054028404286939,0.1555070785046887
Ses01F_impro02_M016,4,0.0028536445,0.0038362516,0.003480466,0.0016026142,0.0,-0.01917726876854431,0.008854733827370644,0.07429512647314905
Ses01F_impro03_F000,1,0.0156378,0.024199221,0.019650035,0.014044861,0.30364372469635625,-0.004364622327557299,0.40437748428843884,0.714804693744596
Ses01F_impro03_F001,1,0.011377282,0.02026148,0.014712674,0.013893679,0.4713804713804714,-0.009357493581774179,0.31415141249462086,0.8285636142074659
Ses01F_impro03_F002,1,0.035397053,0.058326513,0.043843795,0.038144972,0.33783783783783783,-0.008150060239131562,2.4695530998389628,5.852177976518585
Ses01F_impro03_F003,8,0.07204251,0.1335217,0.09158365,0.09705746,0.4020100502512563,-0.020135554223088548,13.891774730514397,30.174257935855156
Ses01F_impro03_F004,1,0.053091377,0.08131397,0.066733904,0.046395693,0.19692307692307692,-0.0033083854305004934,4.549672720117641,8.876013400397486
Ses01F_impro03_F005,1,0.030576114,0.04723456,0.038305078,0.027520869,0.16143497757847533,-0.004441590590431588,1.5472910732454532,3.47238615635216
Ses01F_impro03_F006,1,0.01745051,0.026385894,0.021577155,0.015131422,0.17915904936014626,-0.004156079739914276,0.4732319916877655,1.8400730417905466
Ses01F_impro03_F007,8,0.017707843,0.029281277,0.022225017,0.019033065,0.2883116883116883,-0.005553445134864887,0.6244414843712014,1.7269531751827807
Ses01F_impro03_F008,1,0.020378565,0.0348097,0.025162812,0.023985397,0.3130434782608696,-0.003916019068128662,0.9045985283662901,2.6109983827679684
Ses01F_impro03_F009,1,0.023550805,0.039841287,0.029442402,0.026714263,0.3129251700680272,-0.00727568794900435,1.174621033612238,2.973917959315098
Ses01F_impro03_F010,1,0.021667482,0.032781914,0.026856726,0.018685421,0.21660649819494585,-0.00668982738716295,0.7283645129363977,1.464985251027617
Ses01F_impro03_F011,8,0.01633855,0.026648333,0.020494595,0.016975805,0.29891304347826086,-0.0028831766485382104,0.5121027452132151,1.0283312973952652
Ses01F_impro03_F012,1,0.023073921,0.043542128,0.028942479,0.03250215,0.38578680203045684,-0.005841372967552161,1.4928960531721829,3.2332980207576028
Ses01F_impro03_F013,1,0.020424727,0.035456944,0.025851237,0.024258353,0.2986425339366516,-0.0041685088945087045,0.949071259364705,2.988085111772488
Ses01F_impro03_F014,8,0.024733879,0.042691797,0.030922899,0.029394131,0.3434343434343434,-0.00335125946548942,1.3673340562323808,4.1072228156110215
Ses01F_impro03_F015,2,0.030062592,0.049292352,0.03764729,0.03168151,0.2582278481012658,-0.009337250958196819,1.7638160059607524,5.481757749907945
Ses01F_impro03_F016,1,0.016564954,0.027119795,0.020191384,0.017815515,0.3446327683615819,0.004961893409927143,0.530912172463656,1.1129531759703957
Ses01F_impro03_F017,7,0.008155734,0.014253545,0.010313279,0.009814385,0.38132295719844356,-0.006506277713924646,0.15394506365510227,0.4287836750304136
Ses01F_impro03_F018,7,0.014318437,0.026594404,0.017775537,0.01976166,0.44841269841269843,-0.006306205250439234,0.5526499685152294,1.3343526839330526
Ses01F_impro03_F019,7,0.0055639884,0.008962462,0.006806329,0.00567892,0.42276422764227645,-0.0011292364661130705,0.057616892403657485,0.2696369548741125
Ses01F_impro03_F020,8,0.011602068,0.019031275,0.014791091,0.011947942,0.3277310924369748,-0.004926273959426908,0.2623734427404891,0.3263651112779499
Ses01F_impro03_F021,1,0.01762304,0.027961016,0.021769688,0.017510133,0.22505307855626328,-0.005409957793744979,0.5544705056630503,2.0843377443730637
Ses01F_impro03_F022,7,0.008453689,0.013664729,0.010457641,0.00856687,0.2923076923076923,0.0033177993827848695,0.13424457711217197,0.4262098283554103
Ses01F_impro03_F023,7,0.005291878,0.006995647,0.0064651137,0.0024742323,0.0273972602739726,-0.018106733477907255,0.028801774124258012,0.056785237304716
Ses01F_impro03_F024,1,0.011383442,0.019366011,0.0141505115,0.013190639,0.4105263157894737,-0.006188801307871472,0.2787233333083472,0.7297356355161069
Ses01F_impro03_F025,1,0.021725327,0.03390652,0.027031148,0.020350615,0.30383480825958703,-0.007876802555983886,0.8022680181949525,2.0913316525362133
Ses01F_impro03_F026,1,0.014744739,0.026712012,0.018272748,0.019471174,0.4343629343629344,-0.0038427847357525025,0.5502086821989048,3.6380561481763904
Ses01F_impro03_M000,7,0.007468507,0.015545918,0.009647782,0.012149098,0.5729166666666666,-0.008723499377083499,0.20000269230388587,0.4514120357383666
Ses01F_impro03_M001,7,0.0132367285,0.021438053,0.016680429,0.01328593,0.38764044943820225,-0.00559630188945448,0.32910358872989925,0.47716694701844853
Ses01F_impro03_M002,6,0.030285232,0.05304084,0.03755545,0.037336938,0.4020979020979021,-0.0034321064958930947,2.1230148782322136,5.381629367491366
Ses01F_impro03_M003,2,0.073615655,0.13789888,0.09286973,0.10182679,0.42565597667638483,-0.02044908978859894,14.872414841663362,28.675879832710777
Ses01F_impro03_M004,8,0.0509108,0.07459265,0.06345203,0.039086964,0.14864864864864866,-0.0017513297052573762,3.680416638520862,9.00126135388564
Ses01F_impro03_M005,8,0.027157249,0.04154918,0.033773646,0.023997253,0.14146341463414633,-0.001090486989596684,1.1871325396877968,3.3206039057148793
Ses01F_impro03_M006,7,0.012931692,0.02249272,0.016445134,0.014895658,0.35359116022099446,-0.004079657173861051,0.38108210091407574,0.8074083768090807
Ses01F_impro03_M007,1,0.01742917,0.02626045,0.02190853,0.014381451,0.1722689075630252,-0.008097284990071785,0.4668951862701966,1.0505410579828693
Ses01F_impro03_M008,7,0.024637029,0.04235964,0.030708516,0.02881502,0.34210526315789475,0.011483629350550473,1.3447177989161083,3.2766804141874544
Ses01F_impro03_M009,7,0.016019784,0.026354127,0.01985576,0.017322147,0.3191489361702128,-0.005942528332525399,0.5038679185637106,1.5555749738151532
Ses01F_impro03_M010,8,0.019798897,0.030430602,0.024976209,0.01735581,0.21810699588477367,-0.003347427991684526,0.636660018472791,1.094687617826826
Ses01F_impro03_M011,7,0.022191182,0.039333157,0.027707761,0.027735388,0.3185840707964602,-0.0038852817851875443,1.1800084790939964,3.077936710944623
Ses01F_impro03_M012,8,0.01788584,0.030595059,0.022098951,0.021106955,0.4171597633136095,-0.006262634087761398,0.6956389632032652,2.1756725573466276
Ses01F_impro03_M013,1,0.06850335,0.103848435,0.08427203,0.060613785,0.2697095435684647,0.00012718389541532815,7.305811010436454,16.89018111912743
Ses01F_impro03_M014,1,0.026757644,0.048263233,0.033744078,0.03435217,0.38064516129032255,-0.003457668526607449,1.7982765361082627,4.9237344222043475
Ses01F_impro03_M015,1,0.02393251,0.03822981,0.029462434,0.02430268,0.18617021276595744,-0.010757112249848433,1.0415276494895889,4.7011138772601635
Ses01F_impro03_M016,7,0.010086413,0.01862765,0.013012576,0.013284482,0.47435897435897434,-0.004733332843898097,0.27092284944701056,0.6113472922723515
Ses01F_impro03_M017,6,0.01546901,0.027824298,0.019217882,0.020100767,0.4043478260869565,-0.007337247097893851,0.5939470955235673,1.3687957131788768
Ses01F_impro03_M018,6,0.0052546184,0.0086042015,0.0064310823,0.005703529,0.45161290322580644,-0.00014668223968783423,0.053763211355453595,0.2719075390233793
Ses01F_impro03_M019,7,0.009058051,0.014718002,0.011492181,0.0090056965,0.2711864406779661,-0.0020870807020401116,0.156373731333186,0.4144464103795972
Ses01F_impro03_M020,7,0.01190039,0.018850291,0.014833776,0.011606775,0.20854271356783918,-0.0032719756291044177,0.2517585560338049,0.8525556804642427
Ses01F_impro03_M021,7,0.007526115,0.012981673,0.009438601,0.008905636,0.2683982683982684,-0.0019341914594406262,0.12704977555154762,0.34139504032037365
Ses01F_impro03_M022,2,0.0119076045,0.020632327,0.014799763,0.0141519895,0.43356643356643354,-0.004940828148392029,0.3203642442900211,0.46119329909711637
Ses01F_impro03_M023,1,0.019125652,0.037626073,0.025038347,0.028071765,0.46540880503144655,-0.004127700776734855,1.1400677836387973,1.9617526617951455
Ses01F_impro03_M024,7,0.012655932,0.023374984,0.016166698,0.016816236,0.4583333333333333,-0.006161056717246538,0.425742153402732,0.8375053329842791
Ses01F_impro04_F000,7,0.010726256,0.020094883,0.013546115,0.014823603,0.43007915567282323,-0.006087475412641652,0.31829242012854325,1.0086767553611822
Ses01F_impro04_F001,7,0.0064834743,0.011899194,0.008324474,0.008481115,0.3131578947368421,-0.007359003575402312,0.11074386129981632,0.32392488143385667
Ses01F_impro04_F002,4,0.007790101,0.01362925,0.009809938,0.009454529,0.39528301886792455,-0.006096432571212063,0.14095906521436888,0.8791071888532789
Ses01F_impro04_F003,8,0.004056411,0.0075780516,0.005132073,0.0055622235,0.4854771784232365,-0.007285372248588828,0.04534900051780111,0.16670071082560362
Ses01F_impro04_F004,8,0.005794869,0.009353956,0.007316448,0.0057495856,0.4161073825503356,-0.007478361112589482,0.06288430247458085,0.1254821503355593
Ses01F_impro04_F005,7,0.0025356172,0.004340552,0.003187694,0.0029367376,0.0,-0.006636601028731093,0.01419918429878212,0.043444047529316285
Ses01F_impro04_F006,7,0.014622013,0.025059644,0.01828869,0.01708645,0.42671009771986973,-0.010503759767743759,0.4667131340510925,1.0055359482523696
Ses01F_impro04_F007,4,0.019146184,0.032260258,0.02484515,0.020557912,0.3314917127071823,-0.006092338026064681,0.7691739928725444,1.3790305571640513
Ses01F_impro04_F008,8,0.011701595,0.023414992,0.014961549,0.018006988,0.5892857142857143,-0.008291904123325367,0.44356635350087875,0.5336002292448483
Ses01F_impro04_F009,7,0.004445704,0.008053789,0.0055816844,0.005756199,0.35,0.0012743117849822738,0.050391871993488616,0.09863307902924813
Ses01F_impro04_F010,8,0.013794967,0.024738478,0.01735805,0.017621338,0.39285714285714285,-0.006907419901835965,0.46968701044551436,1.2852947113702478
Ses01F_impro04_F011,8,0.009241278,0.01605431,0.0115512,0.011054466,0.37404580152671757,-0.009795039659366012,0.19475851140311384,0.341296471855106
Ses01F_impro04_F012,8,0.004169743,0.008692422,0.0051958757,0.0069654495,0.49107142857142855,-0.008779822564974893,0.06272502382038987,0.16403551773101838
Ses01F_impro04_F013,7,0.012683274,0.023617748,0.016281007,0.017105542,0.4191780821917808,-0.00524446750205243,0.4374179709326701,1.1144922461007736
Ses01F_impro04_F014,7,0.016231146,0.02175652,0.020315662,0.0075033098,0.05426356589147287,-0.00633712625131011,0.2834542059666186,0.45749776364193423
Ses01F_impro04_F015,8,0.015658565,0.024003768,0.019820329,0.013501422,0.25616698292220114,-0.004814968633581884,0.39525459415441905,1.534801805713163
Ses01F_impro04_F016,4,0.018689713,0.030551113,0.02315082,0.019881567,0.3535031847133758,-0.01101049201679416,0.6706889418989137,2.176584709547042
Ses01F_impro04_F017,4,0.012336745,0.022799704,0.015630284,0.016592829,0.46255506607929514,-0.01277348019357305,0.4058212105317817,0.7554313290248871
Ses01F_impro04_F018,4,0.015336114,0.0249396,0.019399406,0.015631659,0.3095723014256619,-0.0023906954993435647,0.4472646464896276,1.5769970073877568
Ses01F_impro04_F019,4,0.013837507,0.023548892,0.017474718,0.01576783,0.30612244897959184,-0.003936970188078703,0.41281843858234074,1.234503019945208
Ses01F_impro04_F020,8,0.008384768,0.013855764,0.010673937,0.008824692,0.28197226502311246,-0.007526626177423168,0.14046626301158233,0.4748833141389451
Ses01F_impro04_F021,4,0.010160491,0.014417783,0.012790094,0.0066184253,0.10344827586206896,-0.004276659183233278,0.13296984856976626,0.443944245805045
Ses01F_impro04_F022,4,0.003415499,0.005101457,0.004266126,0.002754728,0.0,-0.01401533154421486,0.017596250344843845,0.03267563838975
Ses01F_impro04_F023,4,0.0075336015,0.011796462,0.009501997,0.006929395,0.18598382749326145,-0.004768175585923018,0.09787466798205872,0.35876643687323956
Ses01F_impro04_F024,4,0.0067618727,0.010312087,0.0084155835,0.005940485,0.2802197802197802,-0.006387388566508889,0.0730184690398138,0.1945490876829136
Ses01F_impro04_F025,4,0.0050063008,0.009297774,0.0062995213,0.0068238713,0.4520547945205479,-0.0030718279049324337,0.06806566895232344,0.1870129019743841
Ses01F_impro04_F026,4,0.007198149,0.011391471,0.009009431,0.0069350856,0.24892703862660945,-0.0044915982471138705,0.09185999480026694,0.27332744334890574
Ses01F_impro04_F027,4,0.0035985112,0.0056985626,0.004527631,0.003446325,0.072992700729927,-0.005534641331905732,0.02308464019966495,0.09186812267318924
Ses01F_impro04_F028,0,0.0082610035,0.014276437,0.010582093,0.009527028,0.39655172413793105,-0.004342668034951203,0.1533178186187954,0.26921260677508524
Ses01F_impro04_F029,0,0.008277093,0.019878773,0.010392778,0.01691006,0.673992673992674,-0.006710798061249079,0.34319983279151584,0.8342806769998072
Ses01F_impro04_F030,0,0.02410935,0.04647348,0.030253997,0.03520288,0.4618181818181818,-0.005118256922287401,1.7130192368412611,3.5679609962619874
Ses01F_impro04_F031,0,0.01982277,0.033883035,0.02456272,0.023331827,0.2691292875989446,-0.0045520905587181915,0.8578806159285145,3.099577724517417
Ses01F_impro04_F032,0,0.008736004,0.013490763,0.011027076,0.00771623,0.176,-0.0026983057068719063,0.12646396962290093,0.2536716826242624
Ses01F_impro04_F033,0,0.009618961,0.018494915,0.012065944,0.014002629,0.4126984126984127,-0.006624232355534332,0.2731312688226297,1.5222562711238716
Ses01F_impro04_M000,7,0.0043814657,0.007783692,0.0054995543,0.00549275,0.14497041420118342,-0.0061316759456531145,0.04659590587572371,0.12964937955159916
Ses01F_impro04_M001,7,0.0074717146,0.012018061,0.0093650855,0.007474131,0.375,-0.008432664799329359,0.10339251948540928,0.2631485029472225
Ses01F_impro04_M002,7,0.0049861358,0.007544353,0.0061708093,0.004334325,0.3202846975088968,-0.003966501935792621,0.03879896268047103,0.12583639755008877
Ses01F_impro04_M003,7,0.006571248,0.009405934,0.008286163,0.004306911,0.16025641025641027,-0.007037667273834813,0.05711118677026222,0.11186039540842818
Ses01F_impro04_M004,7,0.0050536306,0.008011176,0.0063644783,0.0048623993,0.27,-0.005579405751632294,0.04557693913584456,0.16003604146617353
Ses01F_impro04_M005,7,0.0054296646,0.008473711,0.0068390677,0.00499399,0.3854166666666667,-0.006284617484197952,0.05024062886954885,0.2291025993843238
Ses01F_impro04_M006,7,0.00437971,0.007519758,0.005531623,0.005083103,0.42748091603053434,-0.00863622517499607,0.04251538220529992,0.1119840230559395
Ses01F_impro04_M007,7,0.009705949,0.018571211,0.012141355,0.013007206,0.46601941747572817,-0.004083634848939255,0.2751917906050345,0.33191923327129674
Ses01F_impro04_M008,7,0.0047495337,0.008282225,0.005893598,0.0057103713,0.26804123711340205,-0.010150352864002343,0.05206980946910819,0.06669634374532803
Ses01F_impro04_M009,7,0.0094596045,0.013773964,0.011882716,0.006928113,0.1774891774891775,-0.0022702940896124346,0.12454232049150499,0.30457306982910487
Ses01F_impro04_M010,7,0.002130396,0.0033123824,0.0026385866,0.0017805779,0.0,-0.00658680892229313,0.007702872493292678,0.015826590974685622
Ses01F_impro04_M011,7,0.006789792,0.010036366,0.008448166,0.0053872005,0.31097560975609756,-0.004946592525811866,0.06704574663140782,0.30653673944882964
Ses01F_impro04_M012,7,0.005294699,0.009646602,0.00662888,0.0069690715,0.4729064039408867,-0.002046635700025945,0.07246463453742888,0.16554968334486525
Ses01F_impro04_M013,7,0.0043028607,0.007161858,0.0054063983,0.0046766973,0.336734693877551,-0.005771650194219546,0.037758326199664224,0.13592549395708928
Ses01F_impro04_M014,7,0.0117024705,0.019079158,0.01464234,0.012216934,0.3555219364599092,-0.006005111117701745,0.2622038362810279,1.1856758158902065
Ses01F_impro04_M015,7,0.016449584,0.026190815,0.020538798,0.016183738,0.24705882352941178,-0.006681873401248595,0.4860668069321727,1.963557439568893
Ses01F_impro04_M016,7,0.007650447,0.014284101,0.009637049,0.010494329,0.4263565891472868,-0.011175586223544087,0.16073266044961546,0.41964621943520924
Ses01F_impro04_M017,7,0.015945142,0.026097527,0.020246658,0.016334798,0.22633744855967078,9.982895221583021e-05,0.4939659075681646,1.532333482512014
Ses01F_impro04_M018,7,0.011066431,0.021774858,0.013924184,0.016724003,0.5009560229445507,-0.00571501777812955,0.38165426474552355,1.1777604582032475
Ses01F_impro04_M019,7,0.012237216,0.019955881,0.015600512,0.012371795,0.2831858407079646,-0.003701067953443271,0.28795390321663583,0.5254984680712865
Ses01F_impro04_M020,7,0.011059599,0.019009184,0.014236887,0.012494143,0.25301204819277107,0.004773946784553118,0.2714501532180307,0.40704197029280925
Ses01F_impro04_M021,7,0.0091706,0.013772651,0.011610015,0.007392806,0.19904648390941598,-0.00482314362670877,0.12834268958902206,0.6498298743455274
Ses01F_impro04_M022,7,0.003564031,0.0057749986,0.0044900426,0.0036112182,0.02512562814070352,0.0005381936603043869,0.02413617700806936,0.09793831290741305
Ses01F_impro04_M023,7,0.005439245,0.009878486,0.0069577633,0.007009289,0.398989898989899,-0.003615438572523999,0.07592490442219375,0.2886599470520738
Ses01F_impro04_M024,7,0.0053617684,0.008364537,0.0065787192,0.0050939876,0.2857142857142857,-0.005502404746948741,0.049033323688874725,0.16907769897159258
Ses01F_impro04_M025,7,0.004015852,0.006416948,0.0050658784,0.0038997598,0.15579710144927536,-0.005092460469313664,0.02946029238538125,0.07724655483394903
Ses01F_impro04_M026,7,0.0048901206,0.008113481,0.006203557,0.0052163308,0.3864734299516908,-0.0037742554468422895,0.04833430100349598,0.1299526692531534
Ses01F_impro04_M027,7,0.0056108264,0.008679221,0.0070635257,0.0050169644,0.2782608695652174,-0.002933113364633755,0.05236882532777318,0.15318927286757905
